Gene,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
P2RY2,0.7461022,17.92955343,2.686006088,1.743317662,21.4198974,7.866031678,0.983427973,9.179652508,0.699478214,11.59620441,6.374155767,1.110624988,6.615909228,1.607654293,6.696663781,7.443801923,9.536201329,4.669976489,9.1613666,1.042458325
P2RY6,10.87865144,12.52745256,4.412724287,2.167367904,30.33147391,7.623999934,5.718451547,5.499232388,3.354640416,5.715508156,3.595677612,7.302359296,0.852717189,1.944743096,2.476077364,2.541786022,2.059231135,1.167494122,3.438232596,2.167215991
P2RY8,7.605428881,9.410111194,5.499917228,2.717062662,6.69572505,9.039885637,2.749955999,7.4571303,3.754342253,4.063627186,4.947771259,6.219499933,3.249146532,7.753042477,9.52914622,6.040868079,3.603654487,8.040289709,4.352193159,5.568922102
P4HA1,45.07901359,118.6332331,75.08026541,23.76251912,175.1164926,70.21340892,31.97962075,95.97979329,126.5770067,33.00458178,37.01170633,64.69390555,44.03255142,38.45405349,47.79579639,42.53365311,52.1426741,47.66900529,41.43287888,39.86031436
P4HA2,58.55698882,108.7003379,45.72605602,38.14881622,37.63736095,42.77911074,26.91678785,27.28218403,61.29713168,49.42427862,43.57901833,74.21751482,40.88631903,31.29739889,38.37919915,28.53732489,39.98340454,38.28499593,45.30633079,47.34955443
P4HA3,8.808819526,12.12084281,5.244107124,2.088840081,10.4209246,7.176241208,1.529776847,1.669027729,2.212635168,0.627714769,4.903196744,2.665499971,0.764505066,2.178112268,3.95797215,1.881581861,1.446364726,1.982537189,0.391697384,1.755719283
P4HB,868.101944,2804.871456,776.2877357,2093.944389,1269.827396,1597.724151,731.8707398,1166.404308,1002.723433,1082.510637,821.8500651,807.2022413,646.1538013,663.4944846,1037.420141,458.3467392,630.5414765,650.9991282,1093.379726,676.6926182
P4HTM,12.03390646,11.40443517,9.305092519,24.29650831,3.725199548,11.30288244,3.023130436,15.19243189,11.73410392,26.85958457,39.77532631,17.32574981,29.02178848,15.89503357,22.69737584,18.94785944,22.3083373,21.82993727,50.18078713,13.1130284
P704P,1.444068775,1.142379754,0.351738892,0.769572661,0.738617152,1.391682528,1.03806286,0.652632637,1.356131232,0.660752388,0.653759566,1.277218736,0.690994964,0.985336502,1.106731549,0.825255202,1.446364726,0.682873921,1.349179879,1.399088804
PA2G4P4,3.128815679,2.594557407,2.174385881,4.428969194,1.766258407,1.5126984,3.860865375,3.509237788,2.483861414,3.171611463,1.693831602,1.693703107,1.484904071,2.437411347,1.913332509,1.881581861,2.059231135,1.519945178,3.481754527,2.853043836
PA2G4,215.5031968,192.3844955,182.9362003,304.1225513,105.6864803,86.80468497,347.4050373,256.7948945,160.4374623,200.9348012,143.6042319,146.186014,117.4544418,163.4880696,143.4624218,124.1183824,145.960264,129.6138758,194.2166197,172.2250885
PAAF1,6.402038235,21.08561953,10.48821425,12.04616799,33.30199941,19.6650792,17.37389419,16.72237397,18.97156218,9.812172962,24.78343081,27.4324372,15.36361143,25.64467896,27.33064182,20.63138005,22.43091058,19.42886445,25.09039356,32.04187692
PABPC1L,12.00983864,4.182271642,31.52859527,16.6007817,1.557518777,3.340038067,44.07214249,21.02333004,10.73484933,8.688893903,13.74380905,1.41604686,14.90784879,1.529864569,7.221892312,14.2934201,15.3952042,6.432231767,8.312688934,1.179623894
PABPC1,2174.502829,2339.671186,1936.994105,4175.779789,3276.489629,2065.4747,5620.855426,2497.946071,2048.500464,6880.64588,1126.472306,1067.366145,1594.051871,1109.87785,1012.190413,955.1998862,1337.764798,990.1671848,1462.728599,1124.26387
PABPC3,26.8356114,19.76897845,10.16845162,51.95400743,31.68025306,22.72678076,38.39011421,28.60884709,24.75296375,60.65706922,11.4407924,15.18779671,19.40666707,14.23551946,11.98646542,13.0555373,19.48915182,11.82913856,15.36324185,13.99088804
PABPC4L,3.923053505,4.085459798,7.322564216,4.224796856,1.685973934,5.445714239,6.574398116,6.109069443,4.182594221,1.784031448,1.396668163,5.330999942,4.792858685,3.526467481,1.538169272,3.367041224,2.77015617,3.502482367,2.002008853,4.087533957
PABPC4,222.0255741,213.0054182,183.2879392,310.8916497,136.1785231,114.2389831,306.319602,302.4256847,294.423228,446.3382381,110.6488065,192.1103573,116.9692752,200.8789969,140.236018,104.7744005,125.4660113,105.1405556,192.3234157,156.5882136
PABPC5,0.818305639,0.193623687,2.334267195,0.376933548,0.867072309,1.948355539,1.129121006,2.717519507,1.470331757,0.52860191,1.545249883,6.02514056,1.867156604,3.344958125,2.157188613,1.881581861,1.789569915,2.334988244,1.022765392,4.279565753
PABPN1,152.1326454,103.9952823,307.1639819,287.725942,80.23630234,98.89417058,208.8145396,111.2150208,146.3622476,147.050444,126.5470505,85.68471782,88.37384527,86.34659347,107.5593,108.4385336,86.29159043,83.68509755,116.6170157,94.09558035
PACRGL,8.664412649,6.176595619,4.22086671,4.821608307,7.787593884,10.64939673,10.70843793,19.30080784,8.179612588,6.04588435,13.43178744,6.02514056,12.62903562,7.778972385,9.979342104,13.10505261,9.952950487,11.89522313,9.814195574,10.47944947
PACS1,69.65225057,156.9319984,109.0710329,246.4360129,168.7419054,141.7095861,86.0863709,63.41235479,135.4560975,31.25358795,81.88338562,122.3075768,111.2501892,183.1429398,132.9203349,105.4841199,152.8733971,108.7311507,132.5895646,167.8906565
PACS2,61.70987231,76.84924142,62.28976023,42.59349098,48.68450444,88.14796115,70.69754428,44.14364364,101.838318,67.29763072,61.54254822,81.79753037,54.79443043,115.3103006,88.78238004,48.49199567,69.67065341,54.14529344,69.33043703,101.2007568
PACSIN1,1.347797523,0.542146324,6.107466224,21.92496807,0.433536154,6.486450738,6.90220744,4.878696438,1.570257216,2.609971933,1.604682571,0.360953121,0.396954554,1.296495397,1.463136624,1.138852179,0.882527629,1.211550504,0.718111871,0.411496707
PACSIN2,50.8793565,41.90016589,10.20042788,59.64973404,57.54791027,83.16210722,33.69151389,32.09668709,152.1864744,19.7564964,74.1571362,36.28967148,86.9624513,40.39879658,48.8274953,68.06704907,52.19170342,58.81526993,93.00636781,41.61603364
PACSIN3,63.85190766,63.35367042,61.93802134,118.8911234,9.425397133,14.61871733,16.51794762,45.32052217,44.36690388,88.67297047,34.24808635,4.747921824,30.55079861,7.701182661,24.98587158,20.73041068,13.99786879,20.94880963,68.89521771,4.828228029
PADI2,548.7702022,67.61339154,128.6405059,306.0386302,152.2996453,819.3379612,156.9842431,226.6775031,366.1982578,91.54724336,104.5420978,1.721468731,318.7104006,6.015738644,48.15220147,100.3840428,52.09364479,71.01888773,360.2092668,8.421965938
PAF1,69.48377588,122.9123166,46.87720149,100.5941407,47.49629424,49.70121862,41.85032374,37.7884996,43.75307606,109.2554074,92.53669491,63.86093681,65.76213773,65.26557831,92.90917564,65.31069669,61.67887543,84.74245072,92.33177787,82.18960896
PAFAH1B1,160.7970581,153.5242215,105.8734066,104.2378317,216.6075082,171.1043414,136.9332394,95.97979329,104.7361563,132.11744,155.7879329,215.9332633,195.5221707,277.8908235,187.3940369,202.2370398,254.1434426,183.9133665,134.852705,287.1149691
PAFAH1B2,25.51188169,34.01968183,4.924344494,21.37527331,39.77292794,36.97034889,11.98325197,29.56104881,23.75370916,16.05628303,16.49257086,29.7925153,29.63927334,34.12375886,15.11907845,27.66255437,30.47171787,26.56599833,15.95078793,40.40897663
PAFAH1B3,44.3569792,76.53944352,88.76610595,108.3055729,15.4788464,26.3693585,65.25226717,53.71915529,30.94834222,74.26856841,24.0999549,3.637296836,12.95248007,2.385551531,19.32090671,12.16426168,11.44834453,10.97003911,56.33914045,2.331814673
PAFAH2,19.3745894,12.54681493,21.77583507,8.355360324,43.85137917,19.72558713,7.648884234,11.95066649,18.47193489,43.18016856,25.40747404,19.82465604,26.84588945,20.43276746,25.94253784,25.12076835,18.82725609,23.34988244,30.0954157,22.02879038
PAG1,24.50103355,13.22449783,26.86006088,18.26557154,26.97558294,34.68314891,66.12642537,9.896478519,9.492918623,7.268276268,8.602881559,12.21687487,12.17327298,12.42042591,9.22901563,12.51086886,14.58622054,7.643782272,4.678607646,12.18030253
PAICS,251.4364415,151.9558696,280.4318261,241.598699,172.162024,138.2606337,386.1229608,308.3956684,405.3119376,111.1385517,97.95992767,60.33470247,108.5450174,57.92741436,66.55395824,84.27506123,95.38652794,88.79563786,136.9635187,57.55467276
PAIP1,56.67969941,30.99915231,70.69951738,87.30723316,89.886496,69.87456448,153.8700545,97.6916166,53.11751909,49.09390243,50.97838796,55.69784315,53.73588495,69.98482155,47.53318213,52.96487887,65.38058854,56.50230988,50.05022133,70.33850379
PAIP2B,1.829153781,6.738104312,2.238338407,8.952171776,2.713615188,5.469917413,17.17356627,15.6524844,10.06392125,33.10369464,11.61909047,16.60384357,19.37726303,29.3526558,11.87391645,18.12260424,15.71389473,15.81624113,8.769669216,15.17051193
PAIP2,78.17225634,91.27420611,81.18773163,127.5291839,77.34606131,82.96848183,84.82976849,110.4981948,86.80667391,78.89383513,91.16974309,120.5028112,75.15672883,143.3405311,95.5353183,104.2792473,99.70110747,106.2419651,80.36324668,145.4778025
PAK1IP1,42.69630011,38.12450399,24.62172247,49.42541154,102.2503048,49.93114878,77.01697959,23.66595728,65.87942774,26.52920838,19.79108504,12.21687487,13.55526291,12.0574072,15.02528764,14.19438948,15.54229214,16.3669459,19.99832757,17.96868954
PAK1,44.83833546,87.34364526,55.54276875,95.788238,35.98350081,121.4152244,91.62270615,132.0457707,66.75020674,285.0155426,61.03737037,51.83842132,59.94013761,35.62769352,43.91285689,57.1736804,87.00251546,49.43126057,58.38467123,49.73623533
PAK2,241.2316888,197.031464,98.42293736,231.3115542,143.8055481,214.149687,123.4930571,119.0787091,96.2710424,130.3994838,82.06168368,184.5025761,117.1604014,199.7640108,114.4435454,127.2873624,178.0499492,131.7726385,88.89354528,185.1186519
PAK3,0.7461022,0.348522637,0,0,0.128455157,1.125447609,2.622474595,3.209668709,0.48535223,1.949219545,1.411526335,1.638171857,6.512995085,0.751967331,0.281372428,3.829184138,1.299276788,1.56400156,0.478741248,0.493796048
PAK4,41.30036696,140.3965355,88.15855696,207.0778682,67.35867287,51.06869797,43.39831222,67.16766718,28.35028028,128.7145652,72.22557385,14.41035922,58.74927395,16.56921118,60.79520256,46.62691892,35.15401724,44.16652292,117.5527372,13.00329594
PAK6,8.351531081,8.887327239,11.28762082,30.4530896,19.10770458,8.241180882,24.02113882,6.012779381,14.3178908,10.83633916,16.12111657,0.499781245,6.586505187,0.726037423,8.910126879,10.76132783,7.084735692,7.115105688,14.36223743,0.877859642
PALB2,21.82950631,24.43530931,18.35437493,33.35861904,27.48940356,22.30322521,37.42489786,28.78002942,16.13082413,9.878248201,12.36199906,11.689328,16.67209126,10.68312207,9.510388058,17.5449256,17.47894999,14.29629595,10.64111227,11.63164025
PALLD,235.4313459,108.2743658,226.7756568,135.3662606,326.0994725,168.212062,122.8920734,72.16405147,84.92236525,57.58457062,337.2507869,158.2362952,289.644506,238.4773634,228.5682021,339.2459085,265.1260087,363.5752922,225.0083863,189.5353833
PALM2-AKAP2,52.10681496,43.02318328,62.76940417,27.23344888,24.66339011,59.9270598,76.23387954,25.17450157,50.81923353,25.3728917,64.7816297,282.2931063,119.2186843,572.5842273,184.3739728,120.9989177,342.151059,223.6522231,54.44593642,511.6275724
PALM2,5.078308525,3.369052156,5.723751068,3.392401936,1.380892936,6.728482482,11.61901938,1.337361962,6.752106028,6.772711977,1.396668163,2.110187477,2.822787937,5.678649841,3.432743619,1.303903219,3.30947861,2.379044626,1.479745674,3.648604136
PALM3,0.144406877,0.697045274,6.235371275,13.63243,0.032113789,0.096812698,1.001639602,15.63108661,0.670928083,1.09024144,3.863124707,0.555312494,2.205303076,0.207439264,1.688234567,4.588418923,1.225732819,4.009130759,1.566789537,0.466362935
PALMD,6.450173861,25.82939986,17.7788022,15.03022524,24.63127632,49.32606942,26.31580409,39.46822622,11.87685458,148.6032121,84.51328205,269.6597471,99.53267883,512.68614,232.0947366,96.57136375,235.9045383,244.6671173,38.51690946,645.0073718
PALM,3.345425995,7.415787217,71.49892396,73.80044767,17.43778754,5.711949157,2.112548979,1.176878527,0.94215433,35.05291418,40.96398007,165.427592,49.50170305,245.9711068,174.6947613,35.84908598,122.4261939,79.45568488,37.10244668,231.0416845
PAMR1,0.962712517,3.330327418,5.499917228,1.052272823,0.658332679,2.638146009,3.041342065,0.781019386,0.428251968,1.817069067,117.4241329,85.74024907,89.1089463,31.66041761,78.40911653,56.7775579,88.69402675,90.42572399,48.43990986,36.3763089
PAM,190.6652139,320.7182753,136.5706191,88.89349518,120.8763026,144.9891162,97.92392983,111.5466865,196.0252008,44.20433476,146.7690225,377.0294178,162.9130892,344.5825467,242.7681307,173.9968068,348.9171041,236.3845175,150.1941859,482.5484718
PAN2,15.95695996,9.448835931,26.63622704,8.920760647,33.41439767,10.66149832,16.66364065,31.76502132,24.35326191,7.433464365,35.18415118,35.31787462,50.4720364,33.70888033,29.93802631,53.12992991,38.34092257,38.96786985,28.35453843,36.62320693
PAN3,58.09970037,26.77815593,45.11850702,50.76038453,77.71536989,67.33323117,77.3994238,110.0809378,52.34666555,25.2077036,48.12561895,44.86924952,89.34417862,55.56779273,40.93030916,83.74689791,67.53787831,72.95736854,36.86307606,48.96810814
PANK1,7.43695419,4.569519016,5.531893491,9.658922179,7.241659467,14.15885702,5.354218964,21.54757593,7.151807865,43.41143189,3.283656001,4.303671829,5.954318305,6.223177908,3.789148694,2.970918727,5.883517529,1.916452616,5.940743662,2.441547129
PANK2,39.59155224,17.73592974,16.40382289,27.5789713,34.55443719,23.58599345,17.66528026,17.79226354,36.03026557,31.31966319,24.9468707,35.48446837,22.59700552,27.09675381,26.13011946,25.02173773,28.2653988,28.65867647,24.02410624,27.48798003
PANK3,31.74544523,16.59354999,15.1887249,17.0876542,154.4191554,33.63031082,40.42981667,18.44489618,31.39086925,42.18903998,23.05988287,22.01814039,49.78104144,29.17114644,13.67469999,40.32196917,53.68709745,21.27923249,20.49882978,26.66498662
PANK4,15.90882434,11.28826096,11.70331224,14.6532917,8.108731776,23.04142202,7.503191201,13.69458649,19.9993669,18.53410448,14.04097249,15.27109359,17.64242461,21.78112268,16.69476405,13.84778229,11.86509368,16.58722781,22.17442415,17.17312924
PANX1,30.3735799,32.93538918,20.24097445,35.8558038,27.58574493,43.11795519,35.34877214,24.65025568,42.96794745,49.8868053,16.01710936,24.60034348,24.28773788,15.6616644,21.9282912,18.33717059,19.34206388,18.76801872,15.27619799,19.94387374
PANX2,3.393561621,3.485226368,32.87159831,29.16523331,0.995527466,3.630476159,2.804590886,5.520630179,5.695751174,1.453655254,2.347591168,0.138828124,2.469939445,0.88161687,2.438561041,2.129158421,2.941758765,1.938480807,2.915969417,1.069891438
PAOX,6.257631358,3.136703731,3.90110408,3.659396533,2.665444504,2.323504742,1.147332635,8.270246373,5.581550649,6.144997209,5.096352979,6.163968683,4.792858685,5.419350761,8.178558567,4.340842363,2.50049495,5.507047746,10.1188491,4.25213264
PAPD4,40.48206132,24.49339642,25.83682046,20.30729492,49.00564234,38.83399332,43.90823783,28.95121175,26.3089459,41.59436283,39.21071578,75.35590544,60.13126388,65.34336803,45.26344454,76.07202453,58.17327957,55.09250565,31.18346399,61.14841067
PAPD5,27.07628953,17.3874071,22.28745528,13.34972984,40.73634161,25.07448867,39.55565847,24.73584685,28.57868133,11.69531727,14.70959023,18.68626542,23.3027025,21.34031424,12.38038682,20.61487495,23.11732096,24.38520742,7.311684507,21.61729368
PAPD7,51.89020464,115.6320659,62.09790265,20.77846186,50.33836459,79.90678027,59.49739237,38.39833665,34.50283355,39.87640662,28.24538488,44.73042139,35.24074316,64.40989134,34.72135758,35.18888182,38.36543722,34.98076728,28.22397264,49.73623533
PAPLN,10.78238019,5.402100871,5.691774805,2.355834678,8.815235138,15.00596813,12.38390781,7.318044656,7.223183193,5.847658634,27.60648348,33.84629651,23.8025712,25.20387053,30.53828749,19.69058912,17.74861121,23.06351596,14.53632515,18.92884852
PAPOLA,244.4086401,186.1885375,126.9457639,154.1029991,421.862792,139.4223861,576.8533527,146.1362163,321.9883797,212.0354413,150.2458348,170.89742,184.7455897,172.3301682,131.7198125,190.9805589,182.9528805,167.9208999,138.704396,164.159753
PAPOLG,21.03526849,15.23818418,16.62765673,19.99318363,18.59388395,27.11965691,45.60191934,27.12170059,25.32396637,20.0868726,14.15983787,17.74223418,22.56760148,17.34710842,13.43084388,22.51296191,16.42481977,23.32785425,11.11985352,19.83414128
PAPPA,3.778646627,12.56617729,2.749958614,0.329816855,3.949996073,7.962844376,3.423786276,6.740304289,3.197614694,1.387580015,7.131922536,3.276343715,3.851929373,5.652719933,4.276860902,5.842806831,14.85588176,6.872795587,1.457984708,5.431756533
PAPSS1,297.5503711,94.681983,233.970316,233.808739,80.62166781,161.5682907,275.9972395,425.5913719,313.6231912,87.97918047,97.32102627,84.18537409,131.4801694,70.4515599,85.91238127,132.0408323,114.4344159,116.9476659,159.6384451,76.67555308
PAPSS2,134.4428029,12.56617729,27.01994219,81.76316889,221.6172593,29.72149816,11.89219382,94.04329317,31.94759681,16.81614828,44.21791972,113.0060925,42.78287968,131.3609137,63.00866565,20.31778307,83.34983167,41.80950649,49.61500201,88.91072184
PAQR3,21.27594662,8.887327239,21.4880487,17.26041541,19.78209415,16.01039986,21.28939445,23.47337716,27.66507713,13.57846157,9.538946392,18.60296855,15.81937407,13.50948204,10.31698902,16.00995092,14.75782314,13.98790128,5.614329175,14.18291984
PAQR4,97.90786293,116.9680694,302.2396374,324.7596631,25.64286068,32.23862829,105.281428,71.77889123,67.43540989,29.43651889,13.37235476,13.35526548,11.02651538,5.989808736,10.59836145,7.212730466,8.457556448,7.797979609,40.34483059,5.020259826
PAQR5,2.406781291,5.227839552,20.40085576,5.732531049,5.170320063,10.43156816,17.61064537,4.033483678,21.61244932,7.136125791,6.760468237,2.221249976,4.748752624,1.685444017,4.55823333,5.76028131,13.11534116,6.03572433,2.850686519,1.673419942
PAQR6,10.87865144,1.316641072,22.89500427,12.32886815,0.545934417,0.471961901,8.104174963,2.011392391,4.510920729,3.931476709,3.699684816,0.444249995,2.646363691,0.155579448,1.181764197,1.584489988,1.666996633,2.00456538,3.938734809,0.329197366
PAQR7,13.7908568,18.3168008,16.14801279,10.31855589,11.0150297,16.85751097,7.703519122,16.85076072,28.66433172,121.8427404,29.55290401,19.07498417,20.67104083,10.03487438,17.50136501,20.63138005,17.52797931,23.30582606,26.76598793,8.696297076
PAQR8,14.05560274,19.18810739,18.35437493,11.52788436,5.041864906,15.98619669,35.16665585,37.62801616,16.80175221,4.757417194,12.45114809,14.43812484,9.27697494,11.69438848,10.72966858,13.64972104,8.04080729,12.07144866,10.77167807,11.329876
PAR-SN,6.402038235,1.665163709,5.116202072,1.868962178,2.85812724,1.415885702,10.30778209,0.534944785,0.114200525,0.231263336,6.582170174,4.303671829,7.689156725,5.860159196,6.002611792,10.16714409,8.84979095,7.533641317,6.506528773,5.04769294
PAR5,0.986780329,0.116174212,0.511620207,0.094233387,1.589632566,0.822907929,6.046260871,0.053494478,0,0.066075239,0.68347591,1.83253123,3.675505127,2.255901992,0.562744856,3.763163721,2.696612201,1.916452616,0.282892555,2.057483535
PARD3B,1.420000962,2.11049819,0.735454048,0.581105887,13.07031221,6.559060261,1.511565218,2.963594108,3.725792121,0.231263336,2.674470951,15.40992171,8.762404222,23.54435642,4.614507815,8.335077541,16.62093702,9.802544988,1.762638229,26.77471907
PARD3,51.02376338,48.05739914,27.17982351,30.18609501,102.2663617,30.77433624,45.71118912,138.7432794,48.43529758,131.8861766,49.74515969,38.42762459,76.31818845,42.88806775,40.42383879,50.96776128,56.72691485,62.00935762,54.48945835,43.75581652
PARD6A,1.299661897,3.330327418,2.558101036,3.43951863,1.461177409,2.093574585,7.831000526,14.98915287,7.123257734,5.913733873,6.730751893,3.054218717,2.131792974,3.422747849,4.802089434,2.558291126,2.598553575,2.731495682,6.049548491,3.538871681
PARD6B,42.93697824,6.137870882,26.82808462,18.87808855,14.43514825,10.66149832,18.0659361,14.04765005,9.607119148,14.70174063,11.29221068,1.582640608,20.64163679,1.426144937,12.00522358,24.88969689,140.2728638,16.34491771,7.268162576,1.37165569
PARD6G,6.474241674,5.750623507,25.22927147,22.6631296,5.202433852,10.16533325,43.90823783,6.098370547,10.44934802,49.49035386,17.75551548,8.357453035,22.27356107,16.54328127,13.80600712,21.47314036,14.90491107,19.73725912,18.77971348,5.075126054
PARG,34.72985403,19.78834082,10.64809556,25.14460879,40.06195204,36.94614571,18.46659194,35.95898844,34.94536059,27.78463792,20.3408374,22.07367164,26.56655106,20.06974875,16.93862015,23.18967118,22.65154249,21.34531706,19.2149328,22.27568841
PARK2,0.529491884,0.406609743,2.046480829,1.80613992,1.589632566,3.219022195,0.783100053,0.802417177,1.513156954,2.77516003,4.858622228,8.301921785,5.719085977,14.83190735,8.947643203,7.410791715,8.972364232,7.467556744,3.655842254,16.67933319
PARK7,248.3316936,145.8373611,225.5925351,136.9996393,144.5281083,197.8609507,167.0734856,194.8268906,185.9184544,287.9889283,223.4966225,229.8160756,131.7301037,220.8968858,248.8645333,152.3091001,176.3584379,182.7899288,253.9722318,218.888815
PARL,56.39088566,69.33664236,29.70594828,66.43453792,29.4644016,66.52242483,36.76927921,64.17197639,71.53235372,92.17495813,45.71859509,47.28485886,33.15305624,58.44601252,53.3482123,41.98898468,54.27544921,51.01729032,44.28356539,72.91721649
PARM1,13.7908568,24.0093372,14.61315217,17.7944046,96.59827795,20.17334586,17.20998953,36.61162107,15.45989604,165.6175861,59.99729834,84.15760847,40.72459681,136.0801569,79.98480213,54.79694542,86.34061974,91.17468249,34.0994334,152.7750108
PARN,70.47055621,99.56129992,101.7484687,87.40146655,98.55721909,66.3530026,106.7747816,95.92629881,106.7061154,67.62800691,51.1715442,40.95429643,49.9721677,44.83281084,54.96141422,45.37253101,65.4051032,46.65570851,59.60328531,53.52200503
PARP10,97.11362511,149.767922,72.13844922,15.8469146,17.18087723,39.46327585,2.458569933,56.24409468,23.03995588,22.39950595,60.32417812,31.76387466,47.88448079,37.90952542,61.88317594,52.73380741,37.55645356,36.30245874,77.83897465,32.56310609
PARP11,5.848478538,7.919208803,2.877863666,5.481242017,21.75709219,11.20606974,4.425425879,16.55119164,1.841483462,1.387580015,13.59522733,12.99431236,18.78918221,12.42042591,12.56796844,23.60229878,20.59231135,13.15083002,12.38198954,13.03072906
PARP12,78.34073103,72.72505688,24.30195984,18.21845484,32.80423568,120.9190593,31.48790677,64.93159798,40.9551632,14.40440206,28.92886079,26.90489033,19.45077313,18.61767391,28.34358256,40.32196917,23.33795287,27.00656215,31.00937626,20.32793733
PARP14,294.1808772,198.7547148,31.40069022,46.20577081,95.50640911,448.8357676,72.70082349,173.9212484,68.84864138,20.64851213,84.45384937,125.8338111,58.14649111,76.88217707,66.29134398,182.1833384,86.7573689,67.16395431,48.67928049,86.82580519
PARP16,12.39492365,15.50925734,9.720783937,25.14460879,18.17640469,20.20965062,20.39702463,10.76308907,28.27890495,10.24166201,14.53129217,12.60559361,17.61302057,15.60980459,16.90110383,17.5779358,11.22771262,15.08931082,16.7341827,13.35992642
PARP1,293.6032497,425.5655019,250.8218066,467.2248389,344.8539254,205.7874903,354.8535936,309.369268,270.3126422,229.0498153,152.5042769,150.9894671,135.1850786,161.2062377,156.0866648,129.9116739,136.7672679,128.0498742,180.4854503,135.8213464
PARP2,24.71764386,27.01050435,53.81605055,36.81384323,35.14854229,28.11198706,35.89512101,19.73946256,45.58028446,17.47690066,22.5101305,17.82553106,17.80414683,22.35158065,20.33384745,24.79066627,18.16536037,23.19568511,18.60562576,18.6819505
PARP3,23.44204978,15.4705326,21.96769265,5.512653146,8.863405822,19.38674269,4.971774752,14.56119704,21.21274748,3.171611463,36.31337225,30.98643717,25.58151568,36.06850196,35.8468473,28.83441676,29.4421023,25.09010953,33.2072338,42.98768933
PARP4,105.2726137,102.1171326,31.08092759,98.55241736,157.1006568,143.3433004,161.5917853,143.2047189,103.8653773,40.73538472,70.84376386,131.470233,89.94696146,109.7872303,72.06885783,97.36360874,101.3435894,85.18301454,68.54704226,105.3157239
PARP6,52.78071372,77.83672222,43.00807367,61.58151848,27.24855015,96.87320552,167.7655275,36.81490009,86.50689753,37.99326231,35.7041872,37.37253085,39.57783921,45.97372679,35.52795854,50.17551629,38.56155447,37.53603744,30.98761529,47.45928688
PARP8,15.11458651,6.563842993,1.662765673,0.83239492,28.24407761,15.13908558,8.013116817,30.01040243,8.279538048,2.312633358,16.83430882,20.15784353,13.61407099,13.14646333,13.80600712,25.00523262,13.77723688,13.1948864,13.16538431,18.46248559
PARP9,156.9943436,134.9557099,18.80204262,38.93409444,85.84015856,161.4230716,73.10147933,137.245434,48.04987081,16.91526113,90.21882008,62.22276495,47.0317636,48.41113814,48.24599228,125.9834591,58.90871926,55.18061842,58.08001771,57.69183833
PARS2,9.74746423,8.054745384,4.732486917,17.76299347,7.177431889,15.05437447,12.96667994,26.45836906,8.664964819,19.5913083,7.815398446,4.164843705,5.057495055,5.315631129,5.815030174,6.569031408,5.221621807,4.405638197,7.877469618,4.636196233
PART1,3.923053505,4.046735061,43.19993125,12.01475686,1.380892936,0.956025389,7.484979572,2.022091287,1.541707085,1.618843351,6.344439423,0.249890622,5.527959711,0.363018711,3.489018104,2.789362583,1.642481977,1.850368043,6.680616499,0.356630479
PARVA,65.53665456,99.03851596,89.18179737,73.42351413,121.6630904,129.0513259,92.24190154,66.52573344,84.37991276,58.60873682,112.9221068,317.4166216,158.443675,429.2696261,164.340256,129.7136127,231.6880174,151.0032492,91.41781731,377.4522128
PARVB,36.84782157,31.92854601,50.84225809,9.658922179,7.803650778,25.78848232,33.61866737,21.56897372,105.1501332,21.1110388,21.69293105,62.69478057,15.98109629,60.54633506,43.68775895,16.71967039,37.62999753,24.29709466,24.43756459,46.55399413
PARVG,20.19289503,12.91469993,5.659798542,2.984057259,6.406700948,14.38878718,4.716811945,16.57258943,7.03760734,5.913733873,14.05583067,18.49190605,3.352060676,3.656117021,11.49875321,10.06811347,4.755843336,5.176624881,6.463006841,11.329876
PASK,16.43831622,9.31329935,21.45607244,19.0351442,6.72783884,5.808761855,12.0014636,20.25300955,13.51848712,14.66870301,8.365150808,4.359203078,9.041742612,4.589593707,7.390715769,10.56326659,7.844690039,6.982936542,8.225645071,3.868069046
PATL1,61.61360106,132.5741386,44.1911954,72.6382359,112.4624898,142.3630718,177.909405,78.059143,108.1336219,81.76810802,31.55875722,55.91996815,51.64819804,53.85641881,35.696782,55.73773635,48.29387305,56.28202797,37.45062213,54.89366072
PATZ1,33.59866683,45.09495673,56.98170058,131.1571693,39.56418831,36.9582473,99.3444369,53.43028511,83.43775843,25.5380798,73.14678051,33.37428089,67.08531958,38.60963294,68.95500296,77.02932056,60.4041133,61.39256827,102.4723879,35.82764663
PAWR,31.57697054,20.46602373,12.88643397,11.65352887,13.87315694,10.964038,13.89547303,16.25162256,38.81390336,11.29886584,11.24763617,4.553562451,20.37700042,6.689916251,7.446990255,19.95467079,9.634259954,14.84700072,9.901239437,6.968010906
PAX6,1.636611278,12.85661282,5.084225809,1.570556452,1.172153306,5.820863442,2.567839707,1.294566379,1.884308659,2.246558119,2.199009449,1.693703107,3.043318245,3.630187113,2.344770231,2.673826855,3.530110518,3.083946738,2.306662374,2.331814673
